Brand,Name,Total Loads,Total Plays,Unique Loads,Unique Plays,Average Percent Viewed,Duration,Play Rate
Old Branding        ,Vid-QA-00624,134,115,109,96,0.63081,104,0.88073
Old Branding        ,Vid-QA-00625,1258,1191,1112,1068,0.65556,136,0.96043
Old Branding        ,Vid-QA-00626,1275,1219,1109,1069,0.75393,137,0.96393
Old Branding        ,Vid-QA-00627,1333,1272,1118,1073,0.66697,166,0.95975
Old Branding        ,Vid-QA-00628,1355,1309,1123,1095,0.69443,187,0.97507
Old Branding        ,Vid-QA-00629,1388,1327,1130,1087,0.71948,206,0.96195
Old Branding        ,Vid-QA-00630,116,101,98,84,0.6705,221,0.85714
Old Branding        ,Vid-QA-00631,130,118,105,96,0.71666,113,0.91429
Old Branding        ,Vid-QA-00632,942,925,760,748,0.65443,66,0.98421
Old Branding        ,Vid-QA-00633,1318,1228,1112,1048,0.69498,67,0.94245
Old Branding        ,Vid-QA-00634,726,685,651,622,0.74724,100,0.95545
Old Branding        ,Vid-QA-00635,781,741,658,636,0.71775,152,0.96657
Old Branding        ,Vid-QA-00636,871,814,703,674,0.70849,73,0.95875
Old Branding        ,Vid-QA-00637,1232,1168,1087,1043,0.72221,68,0.95952
Old Branding        ,Vid-QA-00638,1281,1224,1096,1066,0.67826,74,0.97263
Old Branding        ,Vid-QA-00639,1290,1227,1091,1056,0.70723,65,0.96792
Old Branding        ,Vid-QA-00640,1329,1270,1103,1068,0.69855,82,0.96827
Old Branding        ,Vid-QA-00641,1216,1150,1091,1036,0.72751,55,0.94959
Old Branding        ,Vid-QA-00642,1221,1144,1088,1026,0.73042,89,0.94301
Old Branding        ,Vid-QA-00643,1224,1166,1090,1051,0.66075,125,0.96422
Old Branding        ,Vid-QA-00644,1247,1158,1089,1024,0.6492,78,0.94031
Old Branding        ,Vid-QA-00645,1064,983,944,886,0.58367,61.645,0.93856
Old Branding        ,Vid-QA-00646,2507,2258,1546,1465,0.45386,113.239,0.94761
Old Branding        ,Vid-QA-00647,1381,1283,1117,1068,0.65131,57,0.95613
Old Branding        ,Vid-QA-00648,1019,904,931,834,0.60409,60.227,0.89581
Old Branding        ,Vid-QA-00649,755,722,619,599,0.73086,111.834,0.96769
Old Branding        ,Vid-QA-00650,96,79,80,65,0.72454,146.7,0.8125
Old Branding        ,Vid-QA-00651,986,963,742,729,0.61755,199,0.98248
Old Branding        ,Vid-QA-00652,793,747,629,599,0.71239,199.267,0.95231
Old Branding        ,Vid-QA-00653,778,746,628,602,0.70587,239.5,0.9586
Old Branding        ,Vid-QA-00654,1166,1119,966,939,0.69594,205.534,0.97205
Old Branding        ,Vid-QA-00655,1109,1026,934,876,0.74476,91.367,0.9379
Old Branding        ,Vid-QA-00656,1215,1161,945,903,0.70444,81,0.95556
Old Branding        ,Vid-QA-00657,1236,1209,950,944,0.68194,129.2,0.99368
Old Branding        ,Vid-QA-00658,1714,1514,959,942,0.55101,245.93401,0.98227
Old Branding        ,Vid-QA-00659,1304,1255,961,945,0.51062,465.83401,0.98335
Old Branding        ,Vid-QA-00660,1148,1100,706,712,0.53279,234.89999,1
Old Branding        ,Vid-QA-00661,82,64,77,57,0.68057,93.6,0.74026
Old Branding        ,Vid-QA-00662,1037,964,929,874,0.7695,56.567,0.9408
Old Branding        ,Vid-QA-00663,1062,999,932,885,0.68904,103.767,0.94957
Old Branding        ,Vid-QA-00664,1079,1009,941,882,0.73883,104.834,0.9373
Old Branding        ,Vid-QA-00665,1245,1196,1017,998,0.67673,87.734,0.98132
Old Branding        ,Vid-QA-00666,1063,975,940,877,0.73904,170.43401,0.93298
Old Branding        ,Vid-QA-00667,2829,2518,1697,1610,0.42394,103.854,0.94873
Old Branding        ,Vid-QA-00668,4003,3610,2222,2126,0.45197,65.816,0.9568
Old Branding        ,Vid-QA-00669,4176,3742,2450,2326,0.42476,91.884,0.94939
Old Branding        ,Vid-QA-00670,2825,2570,1720,1635,0.43108,114.573,0.95058
Old Branding        ,Vid-QA-00671,1115,1016,1000,919,0.61627,49.633,0.919
Old Branding        ,Vid-QA-00672,289,270,262,247,0.63167,100.976,0.94275
Old Branding        ,Vid-QA-00673,6692,5835,5500,4980,0.53001,92.051,0.90545
Old Branding        ,Vid-QA-00674,109,99,69,64,0.56367,58.534,0.92754
Old Branding        ,Vid-QA-00675,987,959,775,764,0.76078,74.434,0.98581
Old Branding        ,Vid-QA-00676,934,890,751,733,0.78786,73.5,0.97603
Old Branding        ,Vid-QA-00677,1852,1779,1470,1453,0.71473,86.1,0.98844
Old Branding        ,Vid-QA-00678,886,857,747,732,0.78889,94.967,0.97992
Old Branding        ,Vid-QA-00679,1583,1561,1239,1239,0.72767,63.834,1
Old Branding        ,Vid-QA-00680,1461,1407,1208,1185,0.77787,52.467,0.98096
Old Branding        ,Vid-QA-00681,1752,1674,1381,1350,0.71346,69.834,0.97755
Old Branding        ,Vid-QA-00682,1572,1524,1192,1175,0.6677,94.434,0.98574
Old Branding        ,Vid-QA-00683,1475,1427,1079,1064,0.68673,184.567,0.9861
Old Branding        ,Vid-QA-00684,1377,1262,1055,1013,0.70232,118,0.96019
Old Branding        ,Vid-QA-00685,1480,1405,1062,1037,0.67477,145.267,0.97646
Old Branding        ,Vid-QA-00686,1364,1314,1051,1033,0.68649,167.10001,0.98287
Old Branding        ,Vid-QA-00687,1293,1229,1048,1007,0.67638,175.43401,0.96088
Old Branding        ,Vid-QA-00688,719,681,625,602,0.78797,67.934,0.9632
Old Branding        ,Vid-QA-00689,591,561,478,459,0.71352,85.1,0.96025
Old Branding        ,Vid-QA-00690,1233,1170,1036,988,0.69368,149.067,0.95367
Old Branding        ,Vid-QA-00691,1402,1331,1049,1030,0.6773,191.567,0.98189
Old Branding        ,Vid-QA-00692,798,746,654,616,0.70935,207,0.9419
Old Branding        ,Vid-QA-00693,762,724,624,597,0.72407,81.1,0.95673
Old Branding        ,Vid-QA-00694,1260,1192,1029,986,0.71276,171.267,0.95821
Old Branding        ,Vid-QA-00695,745,717,611,593,0.72459,122.267,0.97054
Old Branding        ,Vid-QA-00696,1121,1046,994,937,0.78956,49.434,0.94266
Old Branding        ,Vid-QA-00697,1134,1044,992,924,0.75165,81.3,0.93145
Old Branding        ,Vid-QA-00698,748,684,612,576,0.7769,49.034,0.94118
Old Branding        ,Vid-QA-00699,2445,2360,1245,1217,0.47787,52.1,0.97751
Old Branding        ,Vid-QA-00700,1555,1473,1210,1169,0.70207,69.567,0.96612
Old Branding        ,Vid-QA-00701,1706,1632,1345,1314,0.68636,164.73399,0.97695
Old Branding        ,Vid-QA-00702,1442,1380,1195,1160,0.73795,72.9,0.97071
Old Branding        ,Vid-QA-00703,1595,1557,1212,1208,0.67581,64.7,0.9967
Old Branding        ,Vid-QA-00704,885,830,733,701,0.77549,81.967,0.95634
Old Branding        ,Vid-QA-00705,956,908,746,725,0.71726,136.534,0.97185
Old Branding        ,Vid-QA-00706,1000,885,738,719,0.73366,95.934,0.97425
Old Branding        ,Vid-QA-00707,1491,1454,1189,1186,0.68015,87.734,0.99748
Old Branding        ,Vid-QA-00708,877,822,729,696,0.74673,131.067,0.95473
Old Branding        ,Vid-QA-00709,59,52,39,36,0.6347,44.1,0.92308
Old Branding        ,Vid-QA-00710,62,54,41,37,0.74832,107.734,0.90244
Old Branding        ,Vid-QA-00711,73,63,44,38,0.51647,67.1,0.86364
Old Branding        ,Vid-QA-00712,74,70,42,41,0.66704,117.9,0.97619
Old Branding        ,Vid-QA-00713,60,55,38,36,0.62258,96.667,0.94737
Old Branding        ,Vid-QA-00714,56,50,39,36,0.66209,128.16701,0.92308
Old Branding        ,Vid-QA-00715,49,41,37,30,0.61621,131.334,0.81081
Old Branding        ,Vid-QA-00716,71,65,42,39,0.67285,170,0.92857
Old Branding        ,Vid-QA-00717,51,43,38,35,0.57733,221.534,0.92105
Old Branding        ,Vid-QA-00718,56,46,43,37,0.61117,195.367,0.86047
Old Branding        ,Vid-QA-00719,57,49,37,32,0.54612,173.66701,0.86486
Old Branding        ,Vid-QA-00720,64,58,38,35,0.5942,232.2,0.92105
Old Branding        ,Vid-QA-00721,61,53,38,33,0.44346,272.43399,0.86842
Old Branding        ,Vid-QA-00722,2382,2289,1205,1171,0.44834,50.7,0.97178
Old Branding        ,Vid-QA-00723,1799,1723,1343,1312,0.69244,84.267,0.97692
Old Branding        ,Vid-QA-00724,1082,1021,882,854,0.68099,105.667,0.96825
Old Branding        ,Vid-QA-00725,1397,1303,1172,1120,0.66817,75.767,0.95563
Old Branding        ,Vid-QA-00726,2829,2475,1571,1452,0.37775,100.976,0.92425
Old Branding        ,Vid-QA-00727,1428,1359,1177,1137,0.70053,74.567,0.96602
Old Branding        ,Vid-QA-00728,858,781,697,641,0.64336,53.434,0.91966
Old Branding        ,Vid-QA-00729,690,645,561,531,0.74129,21.1,0.94652
Old Branding        ,Vid-QA-00730,1118,1039,924,875,0.64115,43.834,0.94697
Old Branding        ,Vid-QA-00731,642,583,550,510,0.64186,213.267,0.92727
Old Branding        ,Vid-QA-00732,1140,1013,909,816,0.59082,144.8,0.89769
Old Branding        ,Vid-QA-00733,1144,1026,917,851,0.71298,42.467,0.92803
Old Branding        ,Vid-QA-00734,1068,979,906,843,0.66867,128.567,0.93046
Old Branding        ,Vid-QA-00735,1100,1004,898,826,0.55892,304.70001,0.91982
Old Branding        ,Vid-QA-00736,1100,1003,893,825,0.54426,266.89999,0.92385
Old Branding        ,Vid-QA-00737,1298,1190,924,855,0.51935,336,0.92532
Old Branding        ,Vid-QA-00738,1254,1144,912,831,0.52331,137.2,0.91118
Old Branding        ,Vid-QA-00739,1014,932,894,825,0.57222,97.7,0.92282
Old Branding        ,Vid-QA-00740,1156,1086,931,879,0.61571,151.60001,0.94415
Old Branding        ,Vid-QA-00741,634,578,535,492,0.54659,243.39999,0.91963
Old Branding        ,Vid-QA-00742,1104,993,902,820,0.61863,190.60001,0.90909
Old Branding        ,Vid-QA-00743,1057,976,895,836,0.60349,50.6,0.93408
Old Branding        ,Vid-QA-00744,973,828,889,770,0.61291,53.846,0.86614
Old Branding        ,Vid-QA-00745,1225,1136,1037,985,0.7115,66,0.94986
Old Branding        ,Vid-QA-00746,667,634,561,544,0.75036,60.1,0.9697
Old Branding        ,Vid-QA-00747,91,73,85,67,0.78537,100,0.78824
Old Branding        ,Vid-QA-00748,101,86,90,77,0.74866,82.467,0.85556
Old Branding        ,Vid-QA-00749,1072,993,961,905,0.79116,66.4,0.94173
Old Branding        ,Vid-QA-00750,1350,1315,1038,1025,0.6861,124.1,0.98748
Old Branding        ,Vid-QA-00751,86,72,79,66,0.82087,109.7,0.83544
Old Branding        ,Vid-QA-00752,1094,1029,974,922,0.82039,35.834,0.94661
Old Branding        ,Vid-QA-00753,1141,1073,979,934,0.74131,155.834,0.95403
Old Branding        ,Vid-QA-00754,614,563,550,516,0.79345,83,0.93818
Old Branding        ,Vid-QA-00755,649,612,558,532,0.75693,102.2,0.95341
Old Branding        ,Vid-QA-00756,1069,1008,954,904,0.74185,72.867,0.94759
Old Branding        ,Vid-QA-00757,606,556,540,498,0.78286,65.867,0.92222
Old Branding        ,Vid-QA-00758,612,563,549,511,0.79552,124.5,0.93078
Old Branding        ,Vid-QA-00759,1105,1052,951,915,0.7318,99.967,0.96215
Old Branding        ,Vid-QA-00760,1114,1029,953,891,0.70704,185.8,0.93494
Old Branding        ,Vid-QA-00761,1181,1144,978,956,0.7146,124.767,0.97751
Old Branding        ,Vid-QA-00762,620,589,545,524,0.76989,122.7,0.96147
Old Branding        ,Vid-QA-00763,1450,1393,1176,1157,0.68643,62.334,0.98384
Old Branding        ,Vid-QA-00764,1354,1262,1169,1110,0.75173,60.3,0.94953
Old Branding        ,Vid-QA-00765,1335,1259,1162,1113,0.74453,44.1,0.95783
Old Branding        ,Vid-QA-00766,2289,2176,1203,1160,0.44556,95,0.96426
Old Branding        ,Vid-QA-00767,1436,1355,1179,1139,0.72559,73.967,0.96607
Old Branding        ,Vid-QA-00768,882,813,729,700,0.71723,71.7,0.96022
Old Branding        ,Vid-QA-00769,1419,1347,1171,1134,0.63543,119.5,0.9684
Old Branding        ,Vid-QA-00770,14134,12686,11214,10471,0.60785,36.1,0.93374
Old Branding        ,Vid-QA-00771,12507,11342,10444,9734,0.66838,32.734,0.93202
Old Branding        ,Vid-QA-00772,12684,11838,10355,9879,0.55024,236,0.95403
Old Branding        ,Vid-QA-00773,12254,11136,10386,9706,0.62371,47.5,0.93453
Old Branding        ,Vid-QA-00774,11963,11078,9797,9279,0.59003,88.567,0.94713
Old Branding        ,Vid-QA-00775,12074,11243,9674,9215,0.56773,164.834,0.95255
Old Branding        ,Vid-QA-00776,11909,11143,9539,9081,0.5816,99.167,0.95199
Old Branding        ,Vid-QA-00777,11702,10639,9444,8782,0.5884,93.334,0.9299
Old Branding        ,Vid-QA-00778,11642,10774,9392,8898,0.57279,111.834,0.9474
Old Branding        ,Vid-QA-00779,11938,10930,9755,9197,0.60002,41.334,0.9428
Old Branding        ,Vid-QA-00780,12359,11638,9383,9107,0.48352,235,0.97059
Old Branding        ,Vid-QA-00781,10515,9689,9067,8536,0.57267,91.967,0.94144
Old Branding        ,Vid-QA-00782,10240,9211,9030,8247,0.60343,60.7,0.91329
Old Branding        ,Vid-QA-00783,10433,9620,9021,8453,0.60609,51.234,0.93704
Old Branding        ,Vid-QA-00784,11018,9969,9443,8685,0.6149,74.567,0.91973
Old Branding        ,Vid-QA-00785,11174,10119,8995,8430,0.56645,61.734,0.93719
Old Branding        ,Vid-QA-00786,11690,10698,9502,8860,0.57645,64.7,0.93244
Old Branding        ,Vid-QA-00787,10805,9860,8958,8313,0.50891,326.10001,0.928
Old Branding        ,Vid-QA-00788,10518,9518,9257,8617,0.60768,23.667,0.93086
Old Branding        ,Vid-QA-00789,10435,9534,8935,8315,0.58,63.067,0.93061
Old Branding        ,Vid-QA-00790,10561,9649,9315,8683,0.57135,91.3,0.93215
Old Branding        ,Vid-QA-00791,9803,8958,8838,8274,0.5691,34.667,0.93618
Old Branding        ,Vid-QA-00792,883,803,723,688,0.61137,297.5,0.95159
Old Branding        ,Vid-QA-00793,1364,1236,1157,1075,0.54107,216.767,0.92913
Old Branding        ,Vid-QA-00794,1478,1404,1183,1160,0.66529,161.034,0.98056
Old Branding        ,Vid-QA-00795,1375,1301,1166,1139,0.65219,272.79999,0.97684
Old Branding        ,Vid-QA-00796,1333,1233,1164,1107,0.6715,216.634,0.95103
Old Branding        ,Vid-QA-00797,798,750,715,679,0.5996,186.867,0.94965
Old Branding        ,Vid-QA-00798,1341,1256,1160,1110,0.62699,125.5,0.9569
Old Branding        ,Vid-QA-00799,1421,1337,1177,1130,0.65151,249.134,0.96007
Old Branding        ,Vid-QA-00800,1389,1282,1160,1103,0.62104,255.834,0.95086
Old Branding        ,Vid-QA-00801,762,725,617,591,0.71993,158.43401,0.95786
Old Branding        ,Vid-QA-00802,1196,1100,1014,956,0.68933,99.3,0.9428
Old Branding        ,Vid-QA-00803,735,677,611,571,0.69472,72.434,0.93453
Old Branding        ,Vid-QA-00804,744,708,604,581,0.63217,291.20001,0.96192
Old Branding        ,Vid-QA-00805,3072,2931,2114,2090,0.62747,112.067,0.98865
Old Branding        ,Vid-QA-00806,3086,2835,1957,1924,0.63998,99.434,0.98314
Old Branding        ,Vid-QA-00807,1974,1953,1469,1469,0.75101,145.8,1
Old Branding        ,Vid-QA-00808,1962,1913,1460,1453,0.73893,275.767,0.99521
Old Branding        ,Vid-QA-00809,2515,2451,1648,1647,0.68424,68.367,0.99939
Old Branding        ,Vid-QA-00810,2106,2072,1407,1406,0.68136,213.60001,0.99929
Old Branding        ,Vid-QA-00811,1861,1804,1351,1336,0.72736,187.634,0.9889
Old Branding        ,Vid-QA-00812,1702,1683,1343,1349,0.71877,132.43401,1
Old Branding        ,Vid-QA-00813,1759,1680,1482,1436,0.7799,73.567,0.96896
Old Branding        ,Vid-QA-00814,14734,13448,10208,9761,0.62223,54.1,0.95621
Old Branding        ,Vid-QA-00815,13154,12435,9622,9355,0.6294,85.1,0.97225
Old Branding        ,Vid-QA-00816,13516,12854,9270,9028,0.60175,88.4,0.97389
Old Branding        ,Vid-QA-00817,12847,12316,8878,8773,0.56188,132.60001,0.98817
Old Branding        ,Vid-QA-00818,12946,12141,8538,8240,0.56978,157.73399,0.9651
Old Branding        ,Vid-QA-00819,12785,11959,8277,8058,0.47558,204.7,0.97354
Old Branding        ,Vid-QA-00820,13834,13173,7912,7830,0.49671,182,0.98964
Old Branding        ,Vid-QA-00821,10760,10019,7547,7309,0.52585,155.7,0.96846
Old Branding        ,Vid-QA-00822,11254,10751,7480,7326,0.55627,99.767,0.97941
Old Branding        ,Vid-QA-00823,4585,4266,2956,2770,0.51829,165,0.93708
Old Branding        ,Vid-QA-00824,10187,9535,7229,6893,0.50082,167,0.95352
Old Branding        ,Vid-QA-00825,9990,8181,7112,6143,0.64726,92.1,0.86375
Old Branding        ,Vid-QA-00826,7201,6882,5672,5550,0.68063,57,0.97849
Old Branding        ,Vid-QA-00827,6589,6295,5374,5263,0.76246,49,0.97934
Old Branding        ,Vid-QA-00828,6483,6332,5225,5184,0.73472,78,0.99215
Old Branding        ,Vid-QA-00829,6585,6216,4936,4829,0.70124,51,0.97832
Old Branding        ,Vid-QA-00830,6822,6557,4940,4856,0.74261,46,0.983
Old Branding        ,Vid-QA-00831,7183,7044,4874,4894,0.67017,157,1
Old Branding        ,Vid-QA-00832,7288,7192,4742,4777,0.63579,180,1
Old Branding        ,Vid-QA-00833,5995,5816,4516,4471,0.69624,89,0.99004
Old Branding        ,Vid-QA-00834,6151,5890,4471,4372,0.71521,47,0.97786
Old Branding        ,Vid-QA-00835,7120,7120,4503,4605,0.65006,332,1
Old Branding        ,Vid-QA-00836,6574,6521,4370,4456,0.59848,337,1
Old Branding        ,Vid-QA-00837,6044,5832,4104,4067,0.68342,112,0.99098
Old Branding        ,Vid-QA-00838,5743,5543,4020,3969,0.66143,241,0.98731
Old Branding        ,Vid-QA-00839,5250,5064,3918,3845,0.67217,135,0.98137
Old Branding        ,Vid-QA-00840,5503,5456,3918,3951,0.63343,376,1
Old Branding        ,Vid-QA-00841,4724,4467,3712,3595,0.69888,40,0.96848
Old Branding        ,Vid-QA-00842,4652,4477,3592,3552,0.62984,72,0.98886
Old Branding        ,Vid-QA-00843,4849,4693,3576,3526,0.64556,238,0.98602
Old Branding        ,Vid-QA-00844,4462,4330,3437,3400,0.6598,148,0.98923
Old Branding        ,Vid-QA-00845,4685,4600,3438,3415,0.62401,331,0.99331
Old Branding        ,Vid-QA-00846,4024,3882,3284,3211,0.69511,46,0.97777
Old Branding        ,Vid-QA-00847,3916,3762,3259,3162,0.71669,74,0.97024
Old Branding        ,Vid-QA-00848,3822,3572,3244,3066,0.73365,74,0.94513
Old Branding        ,Vid-QA-00849,4078,4017,3240,3219,0.63991,287,0.99352
Old Branding        ,Vid-QA-00850,4425,4245,3186,3065,0.60974,264,0.96202
Old Branding        ,Vid-QA-00851,4143,3969,3137,3039,0.61739,222,0.96876
Old Branding        ,Vid-QA-00852,3655,3483,3107,3000,0.60584,128,0.96556
Old Branding        ,Vid-QA-00853,3777,3606,3094,3016,0.63552,42,0.97479
Old Branding        ,Vid-QA-00854,3693,3459,3074,2924,0.6509,101,0.9512
Old Branding        ,Vid-QA-00855,4185,4093,3078,3040,0.59061,266,0.98765
Old Branding        ,Vid-QA-00856,3986,3899,3006,2958,0.57751,292,0.98403
Old Branding        ,Vid-QA-00857,3878,3689,2962,2810,0.58902,288,0.94868
Old Branding        ,Vid-QA-00858,3533,3283,2907,2722,0.63545,68,0.93636
Old Branding        ,Vid-QA-00859,3722,3553,2894,2799,0.62715,179,0.96717
Old Branding        ,Vid-QA-00860,3633,3400,2898,2763,0.58276,191,0.95342
Old Branding        ,Vid-QA-00861,3344,3073,2866,2674,0.66786,80,0.93301
Old Branding        ,Vid-QA-00862,3624,3335,2929,2747,0.61391,64,0.93786
Old Branding        ,Vid-QA-00863,3565,3389,2883,2770,0.64349,52,0.9608
Old Branding        ,Vid-QA-00864,3759,3612,2877,2773,0.60397,130,0.96385
Old Branding        ,Vid-QA-00865,3567,3429,2830,2729,0.61303,137,0.96431
Old Branding        ,Vid-QA-00866,3983,3814,2844,2714,0.56743,214,0.95429
Old Branding        ,Vid-QA-00867,3754,3622,2799,2700,0.55885,129,0.96463
Old Branding        ,Vid-QA-00868,3477,3263,2778,2607,0.59499,154,0.93844
Old Branding        ,Vid-QA-00869,3299,3130,2719,2594,0.58899,191,0.95403
Old Branding        ,Vid-QA-00870,3451,3288,2755,2643,0.57455,197,0.95935
Old Branding        ,Vid-QA-00871,3366,3092,2719,2503,0.59229,157,0.92056
Old Branding        ,Vid-QA-00872,3345,3137,2707,2550,0.58228,185,0.942
Old Branding        ,Vid-QA-00873,3336,3167,2695,2561,0.57111,220,0.95028
Old Branding        ,Vid-QA-00874,3259,3073,2679,2538,0.55359,193,0.94737
Old Branding        ,Vid-QA-00875,3190,2944,2654,2472,0.62002,44,0.93142
Old Branding        ,Vid-QA-00876,3286,2983,2686,2454,0.5594,283,0.91363
Old Branding        ,Vid-QA-00877,3170,2853,2661,2422,0.55198,263,0.91018
Old Branding        ,Vid-QA-00878,3347,3013,2719,2511,0.57465,47,0.9235
Old Branding        ,Vid-QA-00879,3488,3216,2718,2515,0.55495,190,0.92531
Old Branding        ,Vid-QA-00880,3422,3209,2674,2549,0.52745,355,0.95325
Old Branding        ,Vid-QA-00881,3093,2883,2599,2439,0.56912,104,0.93844
Old Branding        ,Vid-QA-00882,3111,2778,2598,2325,0.58265,107,0.89492
Old Branding        ,Vid-QA-00883,3057,2776,2585,2344,0.53146,389,0.90677
Old Branding        ,Vid-QA-00884,2937,2616,2569,2293,0.54426,220,0.89257
Old Branding        ,Vid-QA-00885,3043,2717,2578,2305,0.51125,326,0.8941
Old Branding        ,Vid-QA-00886,2916,2587,2555,2279,0.53495,112,0.89198
Old Branding        ,Vid-QA-00887,2955,2648,2551,2283,0.50314,379,0.89494
Old Branding        ,Vid-QA-00888,2957,2635,2551,2274,0.50584,123,0.89142
Old Branding        ,Vid-QA-00889,2964,2639,2538,2244,0.47768,303,0.88416
Old Branding        ,Vid-QA-00890,2843,2469,2504,2201,0.50642,116,0.87899
Old Branding        ,Vid-QA-00891,2878,2608,2526,2311,0.46809,161,0.91489
Old Branding        ,Vid-QA-00892,3068,2732,2572,2338,0.50843,51,0.90902
Old Branding        ,Vid-QA-00893,1758,1696,1482,1454,0.74411,67,0.98111
Old Branding        ,Vid-QA-00894,18904,17792,13410,12970,0.55853,60,0.96719
Old Branding        ,Vid-QA-00895,32986,29721,22352,21070,0.44143,67.7,0.94264
Old Branding        ,Vid-QA-00896,78,73,66,61,0.71219,95,0.92424
Old Branding        ,Vid-QA-00897,79445,75185,63854,61629,0.66114,84.1,0.96515
Old Branding        ,Vid-QA-00898,393,355,331,310,0.64901,55.2,0.93656
Old Branding        ,Vid-QA-00899,2040,1929,1511,1476,0.64056,58.567,0.97684
Old Branding        ,Vid-QA-00900,816,767,696,669,0.6529,98,0.96121
Old Branding        ,Vid-QA-00901,1275,1237,1100,1079,0.72707,45,0.98091
Old Branding        ,Vid-QA-00902,1231,1150,930,891,0.71548,67.1,0.95806
Old Branding        ,Vid-QA-00903,738,686,543,524,0.67021,197.43401,0.96501
Old Branding        ,Vid-QA-00904,1399,1370,934,922,0.70108,117.9,0.98715
Old Branding        ,Vid-QA-00905,1292,1241,922,907,0.69183,110.067,0.98373
Old Branding        ,Vid-QA-00906,1330,1292,934,910,0.71783,172.39999,0.9743
Old Branding        ,Vid-QA-00907,745,712,538,522,0.62762,222.16701,0.97026
Old Branding        ,Vid-QA-00908,1055,1004,890,856,0.68883,132.467,0.9618
Old Branding        ,Vid-QA-00909,50,47,43,33,0.53698,233.634,0.76744
Old Branding        ,Vid-QA-00910,1215,1155,912,872,0.60544,276.10001,0.95614
Old Branding        ,Vid-QA-00911,55,48,44,33,0.52668,175.10001,0.75
Old Branding        ,Vid-QA-00912,774,738,535,515,0.66709,126.734,0.96262
Old Branding        ,Vid-QA-00913,1300,1226,911,860,0.71671,98.667,0.94402
Old Branding        ,Vid-QA-00914,1207,1119,903,846,0.72596,45.767,0.93688
Old Branding        ,Vid-QA-00915,78453,73570,52719,52293,0.62258,88,0.99192
Old Branding        ,Vid-QA-00916,68938,65943,48767,48351,0.66142,110,0.99147
Old Branding        ,Vid-QA-00917,62669,60090,46221,45517,0.7101,64,0.98477
Old Branding        ,Vid-QA-00918,64262,61308,45461,44733,0.67119,111,0.98399
Old Branding        ,Vid-QA-00919,67297,65559,45603,46192,0.62202,103,1
Old Branding        ,Vid-QA-00920,66868,64692,43844,43711,0.63417,124,0.99697
Old Branding        ,Vid-QA-00921,45792,43828,27533,27192,0.5685,151,0.98761
Old Branding        ,Vid-QA-00922,62242,59879,41134,41568,0.59059,111,1
Old Branding        ,Vid-QA-00923,55785,53678,39617,39171,0.66643,90,0.98874
Old Branding        ,Vid-QA-00924,53490,51291,38972,38485,0.67656,84,0.9875
Old Branding        ,Vid-QA-00925,55387,53148,38782,38706,0.62963,84,0.99804
Old Branding        ,Vid-QA-00926,31414,29664,24175,23597,0.67019,107,0.97609
Old Branding        ,Vid-QA-00927,52039,50491,37728,37400,0.64217,162,0.99131
Old Branding        ,Vid-QA-00928,52000,50268,37640,37190,0.6506,137,0.98804
Old Branding        ,Vid-QA-00929,47351,44810,36826,35949,0.66531,101,0.97619
Old Branding        ,Vid-QA-00930,51206,50097,37427,37761,0.63451,49.3,1
Old Branding        ,Vid-QA-00931,29367,27880,22986,22363,0.67183,124,0.9729
Old Branding        ,Vid-QA-00932,48018,46322,35994,35453,0.65943,141,0.98497
Old Branding        ,Vid-QA-00933,49775,47321,35761,35048,0.63545,106,0.98006
Old Branding        ,Vid-QA-00934,48618,46652,35464,35233,0.64105,64,0.99349
Old Branding        ,Vid-QA-00935,43816,42268,34814,34236,0.67951,107,0.9834
Old Branding        ,Vid-QA-00936,43498,41990,34558,33930,0.67432,110,0.98183
Old Branding        ,Vid-QA-00937,44396,42647,34568,34034,0.64993,175,0.98455
Old Branding        ,Vid-QA-00938,47722,46683,34509,34679,0.62151,111,1
Old Branding        ,Vid-QA-00939,28410,26863,21658,20878,0.62764,117,0.96399
Old Branding        ,Vid-QA-00940,43457,41449,33806,32793,0.69511,65,0.97003
Old Branding        ,Vid-QA-00941,46266,43875,33889,32959,0.61617,134,0.97256
Old Branding        ,Vid-QA-00942,43051,40931,33576,32870,0.65223,62,0.97897
Old Branding        ,Vid-QA-00943,41723,40251,33304,32691,0.67544,107,0.98159
Old Branding        ,Vid-QA-00944,41477,39450,33146,32120,0.67576,107,0.96905
Old Branding        ,Vid-QA-00945,41328,39617,32933,32277,0.63283,138,0.98008
Old Branding        ,Vid-QA-00946,29137,27694,21118,20541,0.63161,81,0.97268
Old Branding        ,Vid-QA-00947,26130,24742,20745,20124,0.64459,94,0.97007
Old Branding        ,Vid-QA-00948,40998,39022,32531,31588,0.65377,131,0.97101
Old Branding        ,Vid-QA-00949,42205,39842,32542,31390,0.64712,135,0.9646
Old Branding        ,Vid-QA-00950,41063,39186,32951,32167,0.66907,37,0.97621
Old Branding        ,Vid-QA-00951,39642,37486,32587,31348,0.69833,94,0.96198
Old Branding        ,Vid-QA-00952,39566,37072,32391,30946,0.69558,83,0.95539
Old Branding        ,Vid-QA-00953,39414,37167,32398,31166,0.66201,102,0.96197
Old Branding        ,Vid-QA-00954,39137,36868,32473,31223,0.58531,209,0.96151
Old Branding        ,Vid-QA-00955,1008,951,888,845,0.67486,58,0.95158
